exposed_variables | time (ms),exposed_variables | h (dimensionless),exposed_variables | i_K (uA_per_mm2),exposed_variables | i_Leak (uA_per_mm2),exposed_variables | i_Na (uA_per_mm2),exposed_variables | m (dimensionless),exposed_variables | n (dimensionless),exposed_variables | V (mV)
377,0.012781,0.497336,0,-0.427394,0.443641,0.718192,-32.8851
378,0.0133405,0.495582,0,-0.423385,0.433999,0.718068,-33.4773
379,0.0139516,0.493748,0,-0.419295,0.424184,0.717927,-34.0884
380,0.0146201,0.491831,0,-0.415136,0.414212,0.717768,-34.7182
381,0.0153522,0.489831,0,-0.41092,0.404101,0.71759,-35.3666
382,0.016155,0.487747,0,-0.406662,0.393871,0.717393,-36.0332
383,0.0170365,0.485578,0,-0.402376,0.383543,0.717177,-36.7178
384,0.0180053,0.483323,0,-0.398074,0.373141,0.716942,-37.4198
385,0.019071,0.480982,0,-0.393773,0.362688,0.716686,-38.1384
386,0.0202443,0.478556,0,-0.389483,0.352211,0.71641,-38.873
387,0.0215368,0.476044,0,-0.385219,0.341736,0.716113,-39.6226
388,0.0229613,0.473448,0,-0.380991,0.33129,0.715796,-40.3864
389,0.0245318,0.470767,0,-0.376807,0.320898,0.715458,-41.1632
390,0.0262636,0.468003,0,-0.372676,0.310587,0.715099,-41.952
391,0.028173,0.465158,0,-0.368601,0.300381,0.714719,-42.7516
392,0.0302781,0.462232,0,-0.364585,0.290304,0.714317,-43.5609
393,0.032598,0.459226,0,-0.360628,0.280376,0.713895,-44.3787
394,0.0351533,0.456143,0,-0.356728,0.270619,0.713451,-45.2039
395,0.0379661,0.452983,0,-0.35288,0.261048,0.712986,-46.0353
396,0.0410599,0.449747,0,-0.349076,0.251678,0.7125,-46.8719
397,0.0444596,0.446436,0,-0.345309,0.242524,0.711993,-47.7129
398,0.0481914,0.443052,0,-0.341569,0.233594,0.711466,-48.5571
399,0.0522829,0.439595,0,-0.337843,0.224896,0.710918,-49.404
400,0.0567631,0.436065,0,-0.334119,0.216436,0.71035,-50.2528
401,0.0616623,0.432463,0,-0.330386,0.208216,0.709761,-51.1029
402,0.0670117,0.428787,0,-0.32663,0.20024,0.709153,-51.954
403,0.0728439,0.425038,0,-0.322843,0.192507,0.708525,-52.8055
404,0.0791919,0.421215,0,-0.31901,0.185015,0.707878,-53.6571
405,0.0860897,0.417316,0,-0.315123,0.177762,0.707211,-54.5088
406,0.0935719,0.41334,0,-0.311179,0.170746,0.706526,-55.3603
407,0.101673,0.409285,0,-0.307165,0.163961,0.705822,-56.2115
408,0.110427,0.40515,0,-0.303083,0.157403,0.7051,-57.0622
409,0.119867,0.400932,0,-0.298934,0.15107,0.704359,-57.9125
410,0.130025,0.39663,0,-0.294718,0.144955,0.703601,-58.7622
411,0.140932,0.392242,0,-0.29044,0.139054,0.702825,-59.611
412,0.152615,0.387768,0,-0.286111,0.133365,0.702032,-60.4588
413,0.165097,0.383205,0,-0.281743,0.127883,0.701222,-61.3052
414,0.178398,0.378555,0,-0.277353,0.122606,0.700395,-62.1497
415,0.19253,0.373818,0,-0.272954,0.117529,0.699551,-62.9917
416,0.207501,0.368995,0,-0.26857,0.112653,0.698691,-63.8304
417,0.223309,0.36409,0,-0.264219,0.107974,0.697815,-64.6651
418,0.239945,0.359107,0,-0.259926,0.103492,0.696924,-65.4946
419,0.25739,0.354051,0,-0.255711,0.0992036,0.696017,-66.3177
420,0.275614,0.34893,0,-0.2516,0.095109,0.695094,-67.1331
421,0.294577,0.343752,0,-0.247609,0.0912052,0.694157,-67.9394
422,0.314227,0.338527,0,-0.243761,0.0874916,0.693206,-68.735
423,0.334503,0.333266,0,-0.240069,0.0839648,0.69224,-69.5183
424,0.355331,0.327982,0,-0.236552,0.0806235,0.691261,-70.2877
425,0.376629,0.322689,0,-0.233217,0.0774633,0.690269,-71.0416
426,0.398308,0.317402,0,-0.230072,0.0744811,0.689264,-71.7784
427,0.420268,0.312136,0,-0.227124,0.0716727,0.688247,-72.4966
428,0.442407,0.306906,0,-0.224371,0.0690329,0.687217,-73.1948
429,0.464618,0.301729,0,-0.221815,0.0665565,0.686177,-73.8718
430,0.486794,0.296619,0,-0.21945,0.0642377,0.685126,-74.5264
431,0.508828,0.291591,0,-0.21727,0.0620702,0.684064,-75.1576
432,0.530616,0.28666,0,-0.21527,0.0600476,0.682993,-75.7648
433,0.552058,0.281838,0,-0.213439,0.058163,0.681912,-76.3473
434,0.573062,0.277139,0,-0.211768,0.0564096,0.680823,-76.9047
435,0.593543,0.272572,0,-0.210246,0.0547805,0.679725,-77.4368
436,0.613425,0.268147,0,-0.208864,0.0532688,0.67862,-77.9435
437,0.632642,0.263872,0,-0.207611,0.0518675,0.677508,-78.4249
438,0.651139,0.259752,0,-0.206477,0.0505701,0.676389,-78.8812
439,0.668871,0.255794,0,-0.205451,0.0493699,0.675264,-79.313
440,0.685804,0.252001,0,-0.204524,0.0482608,0.674133,-79.7205
441,0.701915,0.248374,0,-0.203688,0.0472366,0.672997,-80.1044
442,0.717189,0.244915,0,-0.202933,0.0462916,0.671856,-80.4655
443,0.731621,0.241622,0,-0.202253,0.0454203,0.670711,-80.8044
444,0.745215,0.238495,0,-0.201639,0.0446174,0.669562,-81.1219
445,0.75798,0.235532,0,-0.201086,0.0438783,0.66841,-81.4189
446,0.769934,0.232728,0,-0.200587,0.043198,0.667255,-81.6963
447,0.781098,0.23008,0,-0.200138,0.0425729,0.666097,-81.9549
448,0.791498,0.227584,0,-0.199732,0.0419979,0.664937,-82.1957
449,0.801164,0.225235,0,-0.199366,0.0414698,0.663774,-82.4194
450,0.810129,0.223026,0,-0.199036,0.0409854,0.66261,-82.6271
451,0.818427,0.220954,0,-0.198738,0.040541,0.661445,-82.8196
452,0.826092,0.219011,0,-0.19847,0.0401337,0.660279,-82.9976
453,0.83316,0.217192,0,-0.198228,0.0397608,0.659111,-83.1622
454,0.839668,0.21549,0,-0.198009,0.0394195,0.657943,-83.314
455,0.84565,0.213901,0,-0.197812,0.0391075,0.656775,-83.4538
456,0.851141,0.212418,0,-0.197634,0.0388226,0.655607,-83.5824
457,0.856175,0.211035,0,-0.197474,0.0385627,0.654438,-83.7004
458,0.860783,0.209747,0,-0.19733,0.0383256,0.65327,-83.8086
459,0.864998,0.208547,0,-0.1972,0.03811,0.652102,-83.9076
460,0.868847,0.207432,0,-0.197084,0.0379145,0.650935,-83.9979
461,0.87236,0.206396,0,-0.19698,0.0377369,0.649769,-84.0802
462,0.875561,0.205433,0,-0.196887,0.0375762,0.648603,-84.155
463,0.878476,0.20454,0,-0.196804,0.0374309,0.647439,-84.2228
464,0.881127,0.203711,0,-0.19673,0.0373002,0.646275,-84.2841
465,0.883536,0.202943,0,-0.196664,0.0371823,0.645113,-84.3393
466,0.885722,0.202232,0,-0.196606,0.0370769,0.643953,-84.3888
467,0.887703,0.201573,0,-0.196556,0.036983,0.642793,-84.4332
468,0.889498,0.200964,0,-0.196512,0.0368996,0.641635,-84.4726
469,0.89112,0.200401,0,-0.196475,0.0368259,0.640479,-84.5075
470,0.892585,0.19988,0,-0.196443,0.0367612,0.639325,-84.5381
471,0.893906,0.1994,0,-0.196416,0.0367048,0.638172,-84.5648
472,0.895094,0.198956,0,-0.196394,0.036656,0.637021,-84.5879
473,0.896162,0.198548,0,-0.196376,0.0366144,0.635872,-84.6076
474,0.897119,0.198171,0,-0.196363,0.0365795,0.634725,-84.6242
475,0.897974,0.197825,0,-0.196353,0.0365506,0.63358,-84.6379
476,0.898736,0.197506,0,-0.196347,0.0365274,0.632437,-84.6488
477,0.899413,0.197213,0,-0.196345,0.0365094,0.631297,-84.6572
478,0.900011,0.196944,0,-0.196346,0.0364963,0.630158,-84.6633
479,0.900539,0.196698,0,-0.196349,0.0364878,0.629021,-84.6673
480,0.901,0.196472,0,-0.196356,0.0364834,0.627887,-84.6692
481,0.901401,0.196266,0,-0.196364,0.0364828,0.626755,-84.6693
482,0.901747,0.196077,0,-0.196376,0.0364859,0.625625,-84.6676
483,0.902043,0.195906,0,-0.196389,0.0364923,0.624497,-84.6643
484,0.902291,0.19575,0,-0.196405,0.0365018,0.623372,-84.6596
485,0.902497,0.195608,0,-0.196422,0.0365142,0.622249,-84.6534
486,0.902663,0.19548,0,-0.196442,0.0365293,0.621128,-84.646
487,0.902793,0.195364,0,-0.196463,0.0365468,0.62001,-84.6374
488,0.90289,0.19526,0,-0.196486,0.0365666,0.618894,-84.6277
489,0.902956,0.195167,0,-0.19651,0.0365886,0.617781,-84.617
490,0.902994,0.195083,0,-0.196536,0.0366125,0.61667,-84.6054
491,0.903005,0.195009,0,-0.196564,0.0366383,0.615561,-84.5928
492,0.902993,0.194944,0,-0.196592,0.0366659,0.614455,-84.5795
493,0.902958,0.194887,0,-0.196622,0.036695,0.613351,-84.5654
494,0.902903,0.194837,0,-0.196653,0.0367256,0.612249,-84.5506
495,0.902828,0.194794,0,-0.196685,0.0367576,0.61115,-84.5351
496,0.902736,0.194758,0,-0.196718,0.0367908,0.610054,-84.5191
497,0.902628,0.194728,0,-0.196752,0.0368253,0.60896,-84.5025
498,0.902504,0.194704,0,-0.196787,0.0368609,0.607868,-84.4854
499,0.902367,0.194685,0,-0.196823,0.0368975,0.606779,-84.4678
500,0.902216,0.194671,0,-0.196859,0.036935,0.605693,-84.4498
501,0.902054,0.194661,0,-0.196897,0.0369735,0.604608,-84.4313
502,0.90188,0.194656,0,-0.196935,0.0370128,0.603527,-84.4125
503,0.901696,0.194654,0,-0.196974,0.0370529,0.602447,-84.3933
504,0.901503,0.194657,0,-0.197014,0.0370937,0.601371,-84.3739
505,0.9013,0.194663,0,-0.197054,0.0371352,0.600296,-84.3541
506,0.901089,0.194672,0,-0.197095,0.0371773,0.599224,-84.334
507,0.90087,0.194684,0,-0.197137,0.0372199,0.598155,-84.3137
508,0.900643,0.1947,0,-0.197179,0.0372632,0.597088,-84.2931
509,0.90041,0.194717,0,-0.197222,0.0373069,0.596024,-84.2724
510,0.900171,0.194738,0,-0.197265,0.0373511,0.594962,-84.2514
511,0.899925,0.19476,0,-0.197309,0.0373958,0.593902,-84.2302
512,0.899674,0.194785,0,-0.197353,0.0374408,0.592845,-84.2089
513,0.899418,0.194812,0,-0.197398,0.0374863,0.591791,-84.1874
514,0.899157,0.194841,0,-0.197443,0.037532,0.590738,-84.1658
515,0.898892,0.194872,0,-0.197488,0.0375782,0.589689,-84.1441
516,0.898622,0.194904,0,-0.197534,0.0376246,0.588641,-84.1222
517,0.898349,0.194938,0,-0.197581,0.0376713,0.587597,-84.1003
518,0.898071,0.194973,0,-0.197627,0.0377183,0.586554,-84.0782
519,0.89779,0.19501,0,-0.197674,0.0377655,0.585514,-84.056
520,0.897506,0.195048,0,-0.197722,0.0378129,0.584477,-84.0338
521,0.897219,0.195088,0,-0.19777,0.0378606,0.583442,-84.0115
522,0.896929,0.195128,0,-0.197818,0.0379085,0.582409,-83.9891
523,0.896636,0.19517,0,-0.197866,0.0379565,0.581379,-83.9667
524,0.89634,0.195213,0,-0.197915,0.0380048,0.580351,-83.9442
525,0.896042,0.195257,0,-0.197964,0.0380531,0.579326,-83.9216
526,0.895741,0.195301,0,-0.198014,0.0381017,0.578303,-83.899
527,0.895438,0.195347,0,-0.198064,0.0381504,0.577282,-83.8764
528,0.895133,0.195393,0,-0.198114,0.0381992,0.576264,-83.8538
529,0.894826,0.19544,0,-0.198164,0.0382481,0.575248,-83.8311
530,0.894517,0.195488,0,-0.198214,0.0382971,0.574235,-83.8084
531,0.894206,0.195537,0,-0.198265,0.0383463,0.573224,-83.7856
532,0.893894,0.195586,0,-0.198316,0.0383955,0.572215,-83.7629
533,0.89358,0.195636,0,-0.198368,0.0384448,0.571209,-83.7401
534,0.893265,0.195687,0,-0.198419,0.0384942,0.570205,-83.7174
535,0.892948,0.195738,0,-0.198471,0.0385437,0.569203,-83.6946
536,0.89263,0.19579,0,-0.198523,0.0385932,0.568204,-83.6718
537,0.89231,0.195842,0,-0.198575,0.0386428,0.567207,-83.6491
538,0.891989,0.195895,0,-0.198628,0.0386925,0.566212,-83.6263
539,0.891667,0.195948,0,-0.198681,0.0387422,0.56522,-83.6035
540,0.891344,0.196002,0,-0.198734,0.038792,0.56423,-83.5807
541,0.89102,0.196056,0,-0.198787,0.0388418,0.563243,-83.558
542,0.890694,0.196111,0,-0.19884,0.0388916,0.562258,-83.5352
543,0.890368,0.196166,0,-0.198894,0.0389415,0.561275,-83.5125
544,0.890041,0.196221,0,-0.198948,0.0389914,0.560294,-83.4898
545,0.889712,0.196277,0,-0.199002,0.0390414,0.559316,-83.467
546,0.889383,0.196333,0,-0.199056,0.0390913,0.55834,-83.4443
547,0.889053,0.196389,0,-0.19911,0.0391413,0.557366,-83.4217
548,0.888722,0.196446,0,-0.199165,0.0391914,0.556395,-83.399
549,0.888391,0.196503,0,-0.19922,0.0392414,0.555426,-83.3763
550,0.888058,0.19656,0,-0.199275,0.0392915,0.554459,-83.3537
551,0.887725,0.196618,0,-0.19933,0.0393415,0.553495,-83.3311
552,0.887391,0.196676,0,-0.199385,0.0393916,0.552532,-83.3085
553,0.887057,0.196734,0,-0.199441,0.0394417,0.551572,-83.2859
554,0.886721,0.196793,0,-0.199497,0.0394918,0.550615,-83.2634
555,0.886385,0.196851,0,-0.199553,0.0395419,0.549659,-83.2409
556,0.886049,0.19691,0,-0.199609,0.039592,0.548706,-83.2184
557,0.885712,0.19697,0,-0.199665,0.0396421,0.547755,-83.1959
558,0.885374,0.197029,0,-0.199721,0.0396923,0.546806,-83.1735
559,0.885035,0.197089,0,-0.199778,0.0397424,0.54586,-83.151
560,0.884697,0.197149,0,-0.199835,0.0397925,0.544915,-83.1286
561,0.884357,0.197209,0,-0.199892,0.0398426,0.543973,-83.1063
562,0.884017,0.197269,0,-0.199949,0.0398928,0.543034,-83.0839
563,0.883676,0.19733,0,-0.200006,0.0399429,0.542096,-83.0616
564,0.883335,0.197391,0,-0.200064,0.039993,0.541161,-83.0393
565,0.882994,0.197452,0,-0.200121,0.0400431,0.540227,-83.017
566,0.882652,0.197513,0,-0.200179,0.0400932,0.539296,-82.9948
567,0.882309,0.197574,0,-0.200237,0.0401433,0.538367,-82.9726
568,0.881966,0.197636,0,-0.200295,0.0401934,0.537441,-82.9504
569,0.881622,0.197697,0,-0.200354,0.0402435,0.536516,-82.9283
570,0.881278,0.197759,0,-0.200412,0.0402936,0.535594,-82.9062
571,0.880934,0.197821,0,-0.200471,0.0403437,0.534674,-82.8841
572,0.880589,0.197884,0,-0.20053,0.0403938,0.533756,-82.862
573,0.880244,0.197946,0,-0.200589,0.0404438,0.53284,-82.84
574,0.879898,0.198009,0,-0.200648,0.0404939,0.531927,-82.818
575,0.879551,0.198071,0,-0.200707,0.0405439,0.531015,-82.796
576,0.879205,0.198134,0,-0.200767,0.040594,0.530106,-82.774
577,0.878858,0.198197,0,-0.200826,0.040644,0.529199,-82.7521
578,0.87851,0.198261,0,-0.200886,0.040694,0.528294,-82.7302
579,0.878162,0.198324,0,-0.200946,0.040744,0.527391,-82.7084
580,0.877813,0.198388,0,-0.201006,0.0407941,0.52649,-82.6865
581,0.877465,0.198451,0,-0.201066,0.040844,0.525591,-82.6647
582,0.877115,0.198515,0,-0.201127,0.040894,0.524695,-82.6429
583,0.876766,0.198579,0,-0.201187,0.040944,0.5238,-82.6212
584,0.876416,0.198643,0,-0.201248,0.040994,0.522908,-82.5995
585,0.876065,0.198708,0,-0.201309,0.0410439,0.522017,-82.5778
586,0.875714,0.198772,0,-0.20137,0.0410939,0.521129,-82.5561
587,0.875363,0.198837,0,-0.201431,0.0411438,0.520243,-82.5345
588,0.875011,0.198901,0,-0.201492,0.0411937,0.519359,-82.5129
589,0.874659,0.198966,0,-0.201554,0.0412436,0.518477,-82.4913
590,0.874307,0.199031,0,-0.201615,0.0412936,0.517597,-82.4698
591,0.873954,0.199097,0,-0.201677,0.0413434,0.51672,-82.4482
592,0.873601,0.199162,0,-0.201739,0.0413933,0.515844,-82.4267
593,0.873247,0.199227,0,-0.201801,0.0414432,0.51497,-82.4053
594,0.872894,0.199293,0,-0.201864,0.0414931,0.514099,-82.3838
595,0.872539,0.199358,0,-0.201926,0.0415429,0.513229,-82.3624
596,0.872185,0.199424,0,-0.201989,0.0415928,0.512362,-82.341
597,0.87183,0.19949,0,-0.202051,0.0416426,0.511496,-82.3197
598,0.871474,0.199556,0,-0.202114,0.0416925,0.510633,-82.2984
599,0.871118,0.199623,0,-0.202177,0.0417423,0.509771,-82.2771
600,0.870762,0.199689,0,-0.20224,0.0417921,0.508912,-82.2558
601,0.870406,0.199755,0,-0.202304,0.041842,0.508054,-82.2345
602,0.870049,0.199822,0,-0.202367,0.0418918,0.507199,-82.2133
603,0.869692,0.199889,0,-0.202431,0.0419416,0.506346,-82.1921
604,0.869334,0.199956,0,-0.202495,0.0419914,0.505494,-82.171
605,0.868976,0.200023,0,-0.202559,0.0420412,0.504645,-82.1498
606,0.868618,0.20009,0,-0.202623,0.0420909,0.503798,-82.1287
607,0.868259,0.200157,0,-0.202687,0.0421407,0.502952,-82.1076
608,0.867899,0.200225,0,-0.202751,0.0421905,0.502109,-82.0865
609,0.86754,0.200292,0,-0.202816,0.0422403,0.501268,-82.0655
610,0.86718,0.20036,0,-0.202881,0.04229,0.500428,-82.0445
611,0.866819,0.200428,0,-0.202946,0.0423398,0.499591,-82.0235
612,0.866459,0.200496,0,-0.203011,0.0423896,0.498755,-82.0025
613,0.866098,0.200564,0,-0.203076,0.0424393,0.497922,-81.9815
614,0.865736,0.200632,0,-0.203141,0.0424891,0.49709,-81.9606
615,0.865374,0.2007,0,-0.203207,0.0425388,0.496261,-81.9397
616,0.865012,0.200768,0,-0.203272,0.0425886,0.495433,-81.9188
617,0.864649,0.200837,0,-0.203338,0.0426383,0.494608,-81.898
618,0.864286,0.200906,0,-0.203404,0.0426881,0.493784,-81.8772
619,0.863922,0.200975,0,-0.20347,0.0427378,0.492962,-81.8563
620,0.863558,0.201043,0,-0.203537,0.0427876,0.492142,-81.8356
621,0.863194,0.201113,0,-0.203603,0.0428373,0.491324,-81.8148
622,0.862829,0.201182,0,-0.20367,0.0428871,0.490508,-81.794
623,0.862464,0.201251,0,-0.203737,0.0429369,0.489694,-81.7733
624,0.862098,0.201321,0,-0.203804,0.0429866,0.488882,-81.7526
625,0.861732,0.20139,0,-0.203871,0.0430364,0.488072,-81.7319
626,0.861366,0.20146,0,-0.203938,0.0430861,0.487263,-81.7113
627,0.860999,0.20153,0,-0.204005,0.0431359,0.486457,-81.6906
628,0.860632,0.2016,0,-0.204073,0.0431857,0.485652,-81.67
629,0.860264,0.20167,0,-0.204141,0.0432355,0.48485,-81.6494
630,0.859896,0.20174,0,-0.204209,0.0432853,0.484049,-81.6288
631,0.859528,0.20181,0,-0.204277,0.043335,0.48325,-81.6083
632,0.859159,0.201881,0,-0.204345,0.0433848,0.482453,-81.5877
633,0.858789,0.201951,0,-0.204413,0.0434347,0.481658,-81.5672
634,0.858419,0.202022,0,-0.204482,0.0434845,0.480865,-81.5467
635,0.858049,0.202093,0,-0.204551,0.0435343,0.480073,-81.5262
636,0.857678,0.202164,0,-0.20462,0.0435841,0.479284,-81.5057
637,0.857307,0.202235,0,-0.204689,0.043634,0.478496,-81.4853
638,0.856935,0.202306,0,-0.204758,0.0436838,0.47771,-81.4648
639,0.856563,0.202378,0,-0.204828,0.0437337,0.476926,-81.4444
640,0.856191,0.202449,0,-0.204897,0.0437836,0.476144,-81.424
641,0.855818,0.202521,0,-0.204967,0.0438335,0.475364,-81.4036
642,0.855444,0.202593,0,-0.205037,0.0438834,0.474585,-81.3832
643,0.85507,0.202665,0,-0.205107,0.0439333,0.473809,-81.3629
644,0.854696,0.202737,0,-0.205177,0.0439833,0.473034,-81.3425
645,0.854321,0.202809,0,-0.205248,0.0440332,0.472261,-81.3222
646,0.853945,0.202881,0,-0.205318,0.0440832,0.47149,-81.3019
647,0.853569,0.202954,0,-0.205389,0.0441332,0.470721,-81.2816
648,0.853193,0.203027,0,-0.20546,0.0441832,0.469953,-81.2613
649,0.852816,0.203099,0,-0.205532,0.0442332,0.469188,-81.241
650,0.852438,0.203172,0,-0.205603,0.0442833,0.468424,-81.2208
651,0.85206,0.203245,0,-0.205674,0.0443334,0.467662,-81.2005
652,0.851681,0.203318,0,-0.205746,0.0443835,0.466901,-81.1803
653,0.851302,0.203392,0,-0.205818,0.0444336,0.466143,-81.16
654,0.850923,0.203465,0,-0.20589,0.0444837,0.465386,-81.1398
655,0.850543,0.203539,0,-0.205963,0.0445339,0.464631,-81.1196
656,0.850162,0.203613,0,-0.206035,0.0445841,0.463878,-81.0994
657,0.849781,0.203686,0,-0.206108,0.0446343,0.463127,-81.0792
658,0.849399,0.20376,0,-0.206181,0.0446845,0.462377,-81.0591
659,0.849017,0.203835,0,-0.206254,0.0447348,0.461629,-81.0389
660,0.848634,0.203909,0,-0.206327,0.0447851,0.460883,-81.0188
661,0.84825,0.203983,0,-0.2064,0.0448354,0.460139,-80.9986
662,0.847866,0.204058,0,-0.206474,0.0448858,0.459397,-80.9785
663,0.847481,0.204133,0,-0.206548,0.0449362,0.458656,-80.9583
664,0.847096,0.204208,0,-0.206622,0.0449866,0.457917,-80.9382
665,0.84671,0.204283,0,-0.206696,0.0450371,0.45718,-80.9181
666,0.846324,0.204358,0,-0.206771,0.0450876,0.456444,-80.898
667,0.845937,0.204434,0,-0.206845,0.0451381,0.45571,-80.8779
668,0.845549,0.204509,0,-0.20692,0.0451887,0.454978,-80.8578
669,0.845161,0.204585,0,-0.206995,0.0452393,0.454248,-80.8377
670,0.844772,0.204661,0,-0.207071,0.04529,0.453519,-80.8176
671,0.844382,0.204737,0,-0.207146,0.0453406,0.452793,-80.7976
672,0.843992,0.204813,0,-0.207222,0.0453914,0.452067,-80.7775
673,0.843601,0.204889,0,-0.207298,0.0454421,0.451344,-80.7574
674,0.84321,0.204966,0,-0.207374,0.045493,0.450622,-80.7373
675,0.842817,0.205042,0,-0.20745,0.0455438,0.449902,-80.7173
676,0.842425,0.205119,0,-0.207527,0.0455947,0.449184,-80.6972
677,0.842031,0.205196,0,-0.207604,0.0456457,0.448468,-80.6771
678,0.841637,0.205273,0,-0.207681,0.0456967,0.447753,-80.6571
679,0.841242,0.205351,0,-0.207758,0.0457477,0.44704,-80.637
680,0.840846,0.205428,0,-0.207835,0.0457989,0.446328,-80.617
681,0.840449,0.205506,0,-0.207913,0.04585,0.445618,-80.5969
682,0.840052,0.205584,0,-0.207991,0.0459012,0.44491,-80.5768
683,0.839654,0.205662,0,-0.208069,0.0459525,0.444204,-80.5568
684,0.839256,0.20574,0,-0.208148,0.0460038,0.443499,-80.5367
685,0.838856,0.205818,0,-0.208226,0.0460552,0.442796,-80.5167
686,0.838456,0.205897,0,-0.208305,0.0461066,0.442095,-80.4966
687,0.838055,0.205976,0,-0.208384,0.0461581,0.441395,-80.4765
688,0.837653,0.206055,0,-0.208464,0.0462097,0.440697,-80.4564
689,0.837251,0.206134,0,-0.208543,0.0462613,0.440001,-80.4364
690,0.836847,0.206213,0,-0.208623,0.046313,0.439306,-80.4163
691,0.836443,0.206293,0,-0.208704,0.0463647,0.438613,-80.3962
692,0.836038,0.206372,0,-0.208784,0.0464166,0.437921,-80.3761
693,0.835632,0.206452,0,-0.208865,0.0464685,0.437232,-80.356
694,0.835225,0.206532,0,-0.208946,0.0465204,0.436544,-80.3359
695,0.834818,0.206613,0,-0.209027,0.0465725,0.435857,-80.3158
696,0.834409,0.206693,0,-0.209108,0.0466246,0.435172,-80.2957
697,0.834,0.206774,0,-0.20919,0.0466768,0.434489,-80.2755
698,0.83359,0.206855,0,-0.209272,0.046729,0.433807,-80.2554
699,0.833178,0.206936,0,-0.209354,0.0467814,0.433128,-80.2352
700,0.832766,0.207017,0,-0.209437,0.0468338,0.432449,-80.2151
701,0.832353,0.207099,0,-0.20952,0.0468863,0.431773,-80.1949
702,0.831939,0.20718,0,-0.209603,0.0469389,0.431098,-80.1747
703,0.831524,0.207262,0,-0.209686,0.0469916,0.430424,-80.1545
704,0.831108,0.207344,0,-0.20977,0.0470443,0.429752,-80.1343
705,0.830691,0.207427,0,-0.209854,0.0470972,0.429082,-80.1141
706,0.830273,0.207509,0,-0.209939,0.0471501,0.428413,-80.0939
707,0.829854,0.207592,0,-0.210023,0.0472032,0.427746,-80.0736
708,0.829434,0.207675,0,-0.210108,0.0472563,0.427081,-80.0533
709,0.829013,0.207759,0,-0.210193,0.0473095,0.426417,-80.0331
710,0.828591,0.207842,0,-0.210279,0.0473629,0.425755,-80.0128
711,0.828168,0.207926,0,-0.210365,0.0474163,0.425095,-79.9924
712,0.827743,0.20801,0,-0.210451,0.0474698,0.424436,-79.9721
713,0.827318,0.208094,0,-0.210538,0.0475235,0.423778,-79.9518
714,0.826891,0.208178,0,-0.210625,0.0475772,0.423122,-79.9314
715,0.826464,0.208263,0,-0.210712,0.0476311,0.422468,-79.911
716,0.826035,0.208348,0,-0.2108,0.0476851,0.421815,-79.8906
717,0.825605,0.208433,0,-0.210887,0.0477392,0.421164,-79.8701
718,0.825173,0.208519,0,-0.210976,0.0477934,0.420515,-79.8497
719,0.824741,0.208605,0,-0.211064,0.0478477,0.419867,-79.8292
720,0.824307,0.208691,0,-0.211153,0.0479021,0.41922,-79.8087
721,0.823872,0.208777,0,-0.211243,0.0479567,0.418576,-79.7881
722,0.823436,0.208863,0,-0.211332,0.0480114,0.417932,-79.7676
723,0.822999,0.20895,0,-0.211423,0.0480662,0.417291,-79.747
724,0.82256,0.209037,0,-0.211513,0.0481212,0.41665,-79.7264
725,0.82212,0.209125,0,-0.211604,0.0481763,0.416012,-79.7057
726,0.821678,0.209212,0,-0.211695,0.0482315,0.415375,-79.685
